anchors,positives
How does a reduction in cross-sectional area affect flow velocity in subsonic conditions according to the principles of flow dynamics?,"Since the flow is not only steady but also isentropic (p/p” = constant), then the following equality holds dp _ dp Says P p The two equations written above, combined together, yield d, d, d dq, p dp}\ p p where 1 dp\? a= dp is the velocity of sound in the flowing gas. Since M = v/a is the Mach number, then by multiplying and dividing the quantity on the left-hand side of the preceding equation by v there results dv d, v— = —a? e v p that is, wee —_ do v p  By combining the preceding equation with the equation (¢Av = constant) which expresses the principle of mass conservation, there results d dA aQ-mj2i= v A For subsonic flow (M < 1), a decrease in the cross-sectional area (dA < 0) of the nozzle causes the flow velocity to increase (dv > 0). "
What is the effect of nozzle cross-sectional area increase on flow velocity in the section downstream of the throat?,"This is what happens in the convergent portion of the nozzle, downstream of the combustion chamber, until the sonic condition (M = 1) is reached in the throat. By contrast, for supersonic flow, an increase in the cross-sectional area (dA > 0) of the nozzle causes the flow velocity to increase (dv > 0). This is what happens in the divergent portion of the nozzle, downstream of the throat. The equations written above (energy, continuity, momentum, and state) make it possible to express the propellant mass flow rate and the thrust in terms of the pressure of the fluid in the combustion chamber (subscript c) and the area of the nozzle throat (subscript t), as will be shown below. "
What is the relationship between mass flow rate per unit area and pressure in the combustion chamber when the Mach number is less than unity?,"The energy equation for the combustion chamber (where v, ~ 0) is o_o Be (1423 “M) p 2 When M ? is much smaller than unity, then the preceding equation yields p © p¢, and consequently 2 2 Pe 1, v pv —=14+-M=14+——-=14+— Pp 2 2RT 2p Hence 1 Po= Pt 3h The mass flow rate per unit area is m —=pv A p Since M = v/a,a = (yRT)?, and T,/T = 1 + Ya(y — 1)M?, then z RT. v= | | 1+45-M and therefore  , aaa ty = Bev? 1 ™ — = pv = —— | ——_ A (RT.)? | 1+ 44M? The preceding equation, written for the throat (where A = A, and M = 1), yields 1 ytl m pe? | 2 | 27-0 Ar (RT,)2LyY +1 that is, A = (yy (RT)? where yt 1 2 27-0 ry=y3 (=) y Y y+1 is the Vandenkerkhove function. "
How does thrust relate to the area of the nozzle throat and the pressure in the combustion chamber when pressure thrust equals zero?,"By introducing the expressions of m,, and v, derived above in the equation of thrust F=my, + A.(Pe— Po) it is possible to re-write this equation as follows [8]: dy? . \e riqy3 yt 2 \ 7 F=Arpe (=) 1- (“) + Ac(De — Po) y—-l\yF+1 Pe which expresses the thrust in terms of the pressure of the fluid in the combustion chamber and of the area of the nozzle throat. In other words, when the pressure thrust is zero, which occurs when p, = po, then the thrust is directly proportional to the throat area, A,, and nearly directly proportional to the pressure, p,, of the fluid within the combustion chamber.. "
What is produced when hydrogen reacts with oxygen in a combustion process?,"The chemical reaction, which takes place in the combustion chamber when the fuel combines with the oxidiser, is an oxidation. When the fuel is hydrogen (H2) and the oxidiser is oxygen (O2), the product of the combustion is water (H2O) in its gaseous state, due to of the high temperature generated when hydrogen burns in the presence of oxygen, according to the well-known reaction"
What is the amount of hydrogen produced per second in kilomoles?,"This means that, in each second, two kilomoles of hydrogen (that is, 2 x 2 x 1"
What is the stoichiometric mixture ratio of the oxidizer to the fuel for the given reaction?,"= 4 kg of hydrogen) react with one kilomole of oxygen (that is, 2 x 16 = 32 kg of  oxygen) to form two kilomoles of water (that is, 2 x (2 + 16) = 36 kg of water). The corresponding stoichiometric mixture ratio (0/f}) of the oxidiser (0) to the fuel (f) is 2 _ mo _ 32 f omy 4"
What is the maximum temperature at which hydrogen can remain in liquid form at atmospheric pressure?,"In other words, 8 kg of oxygen are necessary to burn | kg of hydrogen in 1 s. When used for rockets, hydrogen and oxygen are most often stored in their liquid state of aggregation, at very low temperatures (cryogenic propellants). This is because they take less space in the liquid state than in the gaseous state at normal temperature and pressure conditions. Hydrogen remains liquid without evaporating at atmospheric pressure (101325 N/m?) at a temperature not higher than 20 K, and oxygen does the same at a temperature not higher than 90 K [9].. "
What is the maximum allowable temperature for storing liquid methane used in cryogenic fuel for space propulsion?,"Another cryogenic fuel used for space propulsion is liquid methane (CH), which requires a storage at a temperature not higher than 111 K [10]. The related chemical reaction with liquid oxygen is [10]:"
What is the stoichiometric mixture ratio of oxidiser to fuel for the given reaction involving methane and oxygen?,"In each second, one kilomole of methane (that is, 12 + 4 x 1 = 16 kg of methane) reacts with two kilomoles of oxygen (that is, 2 x 2 x 16 = 64 kg of oxygen) to form one kilomole of carbon dioxide (that is, 12 + 2 x 16 = 44 kg of carbon dioxide) and two kilomoles of water (that is, 2 x (2+ 16) = 36 kg of water). The corresponding stoichiometric mixture ratio (o/f) between the oxidiser (0) and the fuel (f) is. "
What is the maximum allowable storage temperature for liquid fluorine to maintain its stability as a cryogenic oxidiser?,"A cryogenic oxidiser which can be used either alone or in combination with liquid oxygen is liquid fluorine (F2), which requires a storage at a temperature not higher than 85 K. Fluorine is extremely toxic and reacts violently with most substances [10]. Cryogenic propellants are difficult to store over long periods of time, due to the low temperatures required by them. Therefore, they are not used in military rockets, which must be taken in a state of readiness for launch over times of several months. "
