anchors,positives
Convert a pressure reading of 6.895 x 10^7 psi into N/cm² using the appropriate conversion factor. What is the result?,"cm 2.54 micron um 1.00 | Mass Ibm kg 4.536x10"" Pressure psi N/cm? 6.895x10"" Strength psi N/cm? 6.895x107 ksi (1000 psi) N/cm? 6.895x10? Stress psi N/cm? 6.895x107 | Temperature °F K K = (F + 459.67) | Thermal conductivity Btu/(hr-ft-°F) J/(sec-m-K) 1.730 | Thermal expansion | coefficient in./(in.-°F) m/(m-K) 1.8 Volume gal m> 3.785x10> , ml em? 1.00 , “Multiply value given in U.S. customary unit by conversion factor to obtain equivalent value in SI unit. "
What resource provides a comprehensive list of conversion factors for fundamental physical measurements?,"For a complete | listing of conversion factors for basic physical quantities, see Mechtly, E. A.: The International System of Units. Physical | ! Constants and Conversion Factors. Second revision, NASA SP-7012, 1973. | | | 145 | | | oe eee ee a ae Pee ee ay a ee | et eR ae old / eS Buss rai FOS. 5 ea = ee, ee A ¢ = # | les ae pigs Se eS a aie ag PY og in a Ven, 4 ee a, hee ee ain ale a Tees MRC te ee cee ey Fi 4 ; 7h ee : ai | aus ay aie Scie ae eer a = aoe Bet sy Mae eee a Nay Bae ey oan ek ag ae wee re ae Bate Ls dig “ata, Be oe: ‘- er | |S, ere oe Se ee | ee ee <n = ee i a j ee 8 . "
Identify the phase of a chemical process characterized by unique properties and behaviors distinct from other phases found in matter.,"45 oe ut “al : ook ee ae ie a ee eae x > Be mt Pia i Sa ee : ae 5 aaa a a | a x Cs g Re ee ois, 5 i Big om See ee. Se eee oe ek eee oe A a eG Ve ae ie Merck: ber 3 Eat ney: Mee et es i eae ‘2 ra Nail Soke te are i: : f; iulh : st a Poe) ge a Sets oa i. ge 5 8 eae = eee of 7 4 eee tg 4 ; 7 eta Le. ee a ee Sed ee sae eB eo Rca “se ae Ml Sa ee a eel ellos bik fee E es paket ee a i i i tiatges om : ; tes ee 3 ht Bee ne cr oe a ie. "
What is the significance of using verbal and visual elements in a communicative design process?,"ES ae SS ee ote - Woo ed Ba ee Me ty S cee Pee, ae es See ae ele ot ee Sere Ted iy as 2 ae ee ae jee pee 7 ee a ae eo ee My oe ae et, a ek, * ret ‘et s db ee ee ee : ye er ae oe ee ae et gaa ‘ie a oF oe eee os ae . gia wie ih eine te “a ran PES eee * ee eee wee aa i Taos ae et a ek oS |S fe ry aial a ae 4 ah ae = ae e ia vege = RRS es s ie! cigs 2 js z F ag ee eR ER ee 4 oe a er tee or * 6 Pee ey Tee Ce fe om ae: ee ae ae Peis 3% ie a A Sa Ne a ae gee. "
What term describes the elongation or compression of a flexible joint along its longitudinal axis?,"a a ik Sole ies aM a 7 2 3 ie Z a ee : i eee a a Sm } we 3% ty Le a aN ‘ we fo i aa Oe eae SS aaa oe a Beare. —_a | | | Term or Symbol Definition | A effective area of bellows | ae cross-sectional area of each wire in a braid | | angulation angular deflection imposed on a flexible joint | axial deflection elongation or compression of a flexible joint along its longitudinal axis | | | B, braid efficiency bellows corrugated thin-wall pressure vessel, usually cylindrical in shape, that when integrated into a duct or line assembly can accommodate duct | } movements through deflection of the corrugations | bubble point gas pressure at which a gas bubble forms at the surface of a filter | | immersed in a test fluid (per ref. "
What term describes a device that limits the size and amount of particulate contamination in a fluid system?,"135) | burndown weld fusion butt weld with no material added; usually applies to thin-gage duct materials with burndown lips bent up on ends to be welded compression system duct system wherein the fluid-column loads due to internal pressure are | reacted by the support structure contaminant the amount (by weight) of a standard contaminant (added at the inlet | tolerance of a filter under specified fluid flowrate, temperature, and pressure) that causes the pressure loss in the filter to exceed a maximum | allowable value | contamination the value of contaminant particle size, or level of contamination, in a tolerance level fluid system at which the specified performance, reliability, or life | expectancy of the components of the system is adversely affected convolution longitudinal wave plastically formed in a thin-wall (usually metal) tube | (corrugation) coupon a piece of material, representative of the material used in a part, that | accompanies the part during processing and subsequently is used as a test specimen to evaluate properties of the part | 147 | | | } | Term or Symbol Definition cryogenic fluids or conditions at or below -238°F cryopump to condense and freeze water vapor and gases on extremely cold surfaces (e.g., those at liquid-hydrogen temperature) with the result that, in a confined cavity, the pressure is lowered | | De mean diameter of bellows, D,, = % (OD + ID) Ds outside diameter of bellows (= OD) | E Young’s modulus of elasticity | effective area area of a bellows joint at the main diameter of the convolutions; internal pressure exerted over this area creates axial or end thrust | (pressure separating force) tending to elongate the bellows ELI extra low interstitial (metallurgical term) | | end strength axial-load-carrying capability of braided wire sheath of a flexible hose section; load is created by pressure separating force in the hose ; | endurance limit maximum stress at which a material presumably can endure an | infinite number of stress reversals exhaust blowback backflow of the exhaust from the rocket engines into the upper portion of the engines | exhaust plume hot gases ejected from the thrust chambers of rocket engines; the plume | expands as the vehicle ascends, thus exposing the engine and vehicle to greater radiative area | F, braid end strength { 1 strength of a single wire in a braid fatigue life number of cycles of stress, under a stated test condition, that can be sustained by a material prior to failure filter device in a fluid system that limits size and amount of particulate contamination in the system downstream of itself | | flexible hose pliant conduit consisting of an inner core of convoluted metal or plastic | or plastic tubing and an outer braided wire sleeve that is attached to fixed ends to prevent buckling and separation when the core is j pressurized { } 148 | | | Term or Symbol Definition { flexible joint metal bellows, flexible hose, or ball joint assembly that joins two duct | (flexible section) sections and permits relative motion between the ducts in one or more | planes; includes both the flexible member and the restraint linkage { GBR glass bead rating Gimbar gimbal ring with crossed bars for structural strength | gland the cavity in a flange or fitting that retains a static seal gpm gallons per minute | | H900 tempering process for martensitic precipitation-hardening steels ! hard line line or duct that incorporates no flexible joints but is provided with | { deflection capability through the use of loops and elbows and low-modulus or thin-wall material | high-cycle fatigue fatigue life, characterized by elastic strains, greater than 10* cycles homokinetic plane in universal joints (or gimbal joints), the plane that is normal to the } | plane containing the shafts and bisecting the angle between them (ref. "
What is the phenomenon related to the depletion of chromium content along grain boundaries in stainless steels?,"106) | | ID inner diameter | innercore pressure-carrying tubular member of a flexible hose; made of convoluted metal or plastic material or plain tubular plastic material | such as Teflon or rubber intergranular corrosion phenomenon generally associated with stainless steels; caused by | formation of a complex chromium carbide that depletes the chromium j P Pp: content along the grain boundaries. | kinematics the study of motion exclusive of the influences of mass and force ] | g total length of one braid wire between end connections | LEM lunar excursion module | | line or duct terms used interchangeably for an enclosed passageway (made of sheet | metal or other suitable material) that conveys fluids under pressure { live length overall length of the convolutions in a bellows that are capable of | | accommodating imposed deflections f { | 149 : | | | | | Term or Symbol Definition | | low-cycle fatigue fatigue life, characterized by plastic strains, in the 10° to 10* cycle | range | manifold fluid-flow enclosure that distributes the flow in a desired manner from | an inlet or inlets to an outlet or outlets | MPR maximum particle size rating | | MSLD mass spectrometer leak detector n total number of wires in braid NASTRAN acronym for NASA structural analysis | | OD outer diameter (= D,) | | orange peel surface roughening that occurs when a metal of coarse grain is stressed | beyond its elastic limit; the grain pattern formed has the appearance of ; an orange peel | outgassing gradual release of sizable quantities of gas from enclosed surfaces when an enclosure is vacuum pumped P, hose burst pressure (maximum pressure a flexible hose can retain without losing pressure or fluid) | | Pi hose internal pressure | plain Dutch single woven wire cloth in which each shute wire passes successively over one | weave (PDSW) and under one warp wire, each successive shute wire alternating the | order; the shute wires are smaller than the warp wires and are closely spaced, the result being a dense weave | | | planish to produce a smooth surface finish on a wrought metal, usually by | rolling with highly polished rolls Pogo term for feed-system-coupled longitudinal oscillations of a rocket | : vehicle; named after motion of a pogo stick | pressure separating force force (or load) generated by internal pressure tending to separate two (or load) parts of a line assembly along the line of the force; for a convoluted | section such as a bellows or metal innercore, this force is equal to the product of the internal pressure and the cross-sectional duct area at the | mean diameter of the convolutions | | } 150 , | | | | | | | | Term or Symbol Definition pressure-volume compensator flexible duct system that, by means of mechanical linkage to a series of (PVC) secondary bellows having an effective area equal to that of the primary bellows, creates an opposing force that counteracts the end thrust psig pounds force per square inch, gauge ' | R=-1 designation showing that imposed strain in fatigue testing is equal in | both directions from neutral Rigi radius of convolution | R/D ratio of the centerline bend radius (R) to the inside diameter (D) in an elbow | | Re Reynolds number | retort vessel used in an oven or furnace to enclose the work being heat treated \ in a controlled atmosphere ; RH950 tempering process for austenitic precipitation-hardening steels safety factor an arbitrary multiplier greater than 1 applied in design to account for | design uncertainties, e.g., slight variations in material properties fabrication quality, and load distributions within the structure | SCT850 tempering process for austenitic precipitation-hardening steels scc/sec standard cubic centimeters per second S-N stress vs number of cycles to failure; plots of such data are used in fatigue testing SSME Space Shuttle main engine | storable propellant propellant with a vapor pressure such that the propellant can be stored | in a specified environment (earth or space) at moderate ullage pressures without significant loss over a specified period of time stubout tubular nipple protruding from a component to which the connecting line is welded or brazed super-insulation high-efficiency laminated-foil insulator used in low temperature applications; thermal conductivity is 1/10 to 1/150 that of common | insulating materials 151 | | | Term or Symbol Definition surfactant surface active agent; e.g., material that reduces surface tension when | dissolved in water T3, T4, T6, T73, T351 designations for heat-treating and tempering processes for aluminum alloys th thickness tension system duct system wherein the fluid-column or longitudinal forces due to | internal pressure are not transmitted to the supporting structure; the fluid-column loads of such a duct system are reacted by axial tension in } the duct walls | | | | TH1050 tempering process for austenitic precipitation-hardening steels i thrust vector control steering or guidance of the vehicle by angular deflection of the rocket engine thrust vector; e.g., by gimballing the engine about a pivot point torsional deflection deflection imposed on a flexible joint by applying a torque about its longitudinal axis j twilled double Dutch woven wire cloth in which each shute wire passes successively over two weave (TDDW) and under two warp wires and each warp wire passes successively over two and under two shute wires; the shute wires are smaller than the | warp wires and overlap, the result being a dense weave | weld, Class I weld that must be inspected by visual, dimensional, magnetic particle or penetrant, and radiographic or ultrasonic means and meet specifications on defects and porosity weld, Class II weld that must be inspected by visual, dimensional, and magnetic particle or penetrant means and meet specifications on defects and | porosity | wraparound term for a flexible duct or hose assembly that “wraps around” the thrust-vector-control gimbal of a rocket engine in the plane of the gimbal 6 braid or helix angle 6 required gimbal angle 5 braid elongation Op bulging stress | 152 | | | | Term or Symbol Definition Oy bending stress (motion stress) Material* Identification A-286 heat-treatable, high-strength austenitic steel Aerozine 50, A-50 50/50 mixture of UDMH and hydrazine per MIL-P-27402 | AM 350, AM 355 semi-austenitic precipitation-and transformation-hardening steels | Armco 21-6-9 iron-base 21Cr-6Mn-9Ni alloy manufactured by Armco Steel Corp. "
What is the primary reason the described metal structure is unsuitable for low-temperature applications?,| body-centered cubic common metal crystal structure in which the cubic umi cell has one | atom located at each corner and one atom in the center of the cube: | this structure is not suitable for cryogenic use because it has fewer degrees of freedom for movement than face-centered-cubic structure CRES corrosion-resistant steel | Electrofilm 77S solid dry-film lubricant manufactured by Electrofilm Co. 
What is the distinguishing feature of electroless nickel plating compared to electrolytic deposition?,"(N. I Hollywood, CA) | electroless nickel nickel plate achieved by a chemical reduction process as distinguished | from the electrolytic deposition process | Epibond 121 an unfilled epoxy adhesive manufactured by Furane Plastics Co. (Glendale, CA) face-centered cubic common metal crystal structure in which the cubic unit cell has one atom located at each corner and one atom in the center of each face of the cube; this structure is suitable for cryogenic use because it has many degrees of freedom for movement Freon trade name of E. "
What organization published a handbook in 1971 that focuses on metallic materials suitable for aerospace vehicle structures?,"I. du Pont de Nemours & Co. for a family of fluorinated hydrocarbons | GH, gaseous hydrogen GN, gaseous nitrogen | GOX gaseous oxygen “Additional information on metallic materials herein can be found in the 1972 Handbook, SAE, Two Pennsylvania Plaza, New York, NY; in MIL-HDBK-SB, Metallic Materials and Elements for Aerospace Vehicle Structures, Dept. of Defense (Washington, DC), September 1971; and in Metals Handbook (8th ed.), Vol. "
"What type of alloy is Inconel, and which company is responsible for its production?","1: Properties and Selection of Metals, Am. Society for Metals (Metals Park, OH), 1961. | : 153 | | | | | Material Identification Hastelloy C heat-resistant nickel-base alloy manufactured by Stellite Div., Cabot Corp. Haynes Stellite 6B, Star J cobalt-base Cr-Ni-W-Fe alloys manufactured by Stellite Div., Cabot Corp. helium (He) pressurant helium per MIL-P-27407 Inconel 600, 625, nickel-base alloys manufactured by International Nickel Co. "
What is the trade name of 3M Corp. for a polymer made from chlorotrifluoroethylene?,"718, X-750 | Kel-F trade name of 3M Corp. for a polymer of chlorotrifluoroethylene , “K” Monel trade name of International Nickel Co. for a wrought age-hardenable | alloy containing Ni, Cu, and Al LH, liquid hydrogen (H, ), propellant grade per MIL-P-27201 1 | Lithafrax filler lithium aluminum silicate, a filler material with a low or negative | coefficient of thermal expansion; manufactured by Carborundum Corp. "
What is the composition and classification of Micarta provided by Westinghouse Electric Corp.?,"\ (Niagara Falls, NY) | LN, liquid nitrogen LOX liquid oxygen (O, ), propellant grade per MIL-P-25508 Micarta trade name of Westinghouse Electric Corp. for a group of laminated plastics involving paper or cloth and phenolic or melamine resins MMH monomethylhydrazine, propellant grade per MIL-P-27404. "
What are the specifications for propellant-grade nitrous compounds according to military standards?,"Monel Ni-Cu alloy manufactured by International Nickel Co. | || N,H, hydrazine, propellant grade per MIL-P-26536 || N,0, nitrogen tetroxide (oxidizer), propellant grade per MIL-P-26539"
What is the material designation for a semi-austenitic precipitation- and transformation-hardening steel commonly used in various applications?,"PH15-7Mo semi-austenitic precipitation- and transformation-hardening steel | Refrasil trade name of HITCO (Los Angeles, CA) for fibrous silica of high purity Rene 41 trade name of General Electric Co. for an austenitic Ni-Cr-Co-Mo alloy 154 | | | Material Identification RJ-1 ram-jet fuel, propellant grade per MIL-F-25558 | RP-1 kerosene-base hydrocarbon fuel, propellant grade per MIL-P-25576 | { Teflon trade name of E.I. "
What is the yield strength value of the Ti-40A titanium grade in kilopounds per square inch?,"du Pont de Nemours & Co. for a variety of polymers of tetrafluoroethylene Ti-SAl-2.5Sn titanium-base Al-Sn alloy used in the annealed condition only | Ti-6Al4V titanium-base Al-V alloy used in either annealed or solution-treated and | aged conditions Ti-40A one of five grades of commercially pure titanium, yield strength of approximately 40 ksi | trichloroethylene CHCI=CCI, , a chlorinated hydrocarbon solvent per MIL-T-27602 | Triton X-100 wetting agent manufactured by Rohm & Haas (Philadelphia, PA) | UDMH unsymmetrical dimethylhydrazine, propellant grade per MIL-P-25604 | Viton trade name of E.I. "
What is the trade name associated with the Cyclops Corporation?,"du Pont de Nemours & Co. for linear copolymer of vinylidene fluoride and hexafluoropropylene | Waspaloy precipitation-hardening nickel-base superalloy manufactured by Pratt & | Whitney Aircraft Div., United Technologies Corp. zeolite designation for a group of sodium aluminum silicates 17- 4PH, 17-7PH precipitation-hardening wrought stainless steels | 18%-Ni maraging steel iron-base Ni-Co-Mo, age-hardenable alloy | 18-8 CRES family of austenitic corrosion-resistant steels containing approximately | 18% chromium and 8% nickel | 19-9DL trade name of Cyclops Corp. "
What are the principal alloying elements in wrought aluminum alloy 6061?,"for an austenitic iron-base 19Cr-9Ni alloy 304, 304L, 310, 316, chromium-nickel austenitic stainless steels (18-8 family) | 321, 347 | 2014, 2024, 2219 wrought aluminum alloys with Cu as the principal alloying element | | 6061 wrought Al alloy with Mg and Si as the principal alloying elements | 153, | | | | | Material Identification | 7075 wrought aluminum alloy with Zn as the principal alloying element | ABBREVIATIONS | Organization Identification AFBSD Air Force Ballistic Systems Division AFML Air Force Materials Laboratory | AFRPL Air Force Rocket Propulsion Laboratory | AFSC Air Force Systems Command | AIAA American Institute of Aeronautics and Astronautics | ASCE American Society of Civil Engineers | ASLE American Society of Lubrication Engineers ASME American Society of Mechanical Engineers | BSD Ballistic Systems Division CPIA Chemical Propulsion Information Agency DMIC Defense Metals Information Center | ICRPG Interagency Chemical Rocket Propulsion Group JSME Japanese Society of Mechanical Engineers MSC Manned Spacecraft Center (now Lyndon B. "
What is the abbreviation for the Society for Advancement of Material and Processing Engineering?,Johnson Space Center) | MSFC Marshall Space Flight Center SAE Society of Automotive Engineers | | SAMPE Society for Advancement of Material and Processing Engineering SRI Southwest Research Institute UCLA University of California at Los Angeles | | 156 | | | Organization Identification WADC Wright Air Development Center WPAFB Wright-Patterson Air Force Base Document AIR Aerospace Information Report | ARP Aerospace Recommended Practice | | | | | | | | | | | | | | 157 sig 5 =. 
What is the significance of utilizing a specific programming model in the design and function of certain applications?,"a om eee te ee a an sy Po ities ais er es BRS ee ey ore cee Pe vi ae St... om ; ke ote iy, | eee Pe a Oy a awe cee 7 eee Fey s Beye ee ogiee eee sind DR eee aS PE. Sue ee nat, RPG, Le ee ae ee Sr Cet oe eee fa hoe Bee nae pe ee, eS Vi La oo ae yg Si ae ae ra we ~ sat te ae var eee 0) SO aaeame: ae Boge te 3 hee are ak a, * (Phe ee ees eS i. 8 _ ee a ee SS ean “is cee i Cae Ge a so ee vie =) : ye wl ‘ ack feed Fat Sent? tg eae See = bs a 5 ee eS a a * a e oes a” oe Bale eros ee ce ee eee oe :@ ee te ie ee ee lg ey Be elt oe Ca ea = |, eee marae ci MM gti MN iy Pt 7 Reload eee or re <a ee et eet 7 bas: See a hae Og a : 1H Ne STS Tig - - iY iD e iae by ate eh ae. "
What factors determine the efficiency and effectiveness of a given concept or system in practical applications?,"ee i en as - isso d eg. ae anon OEP «PAR gS ee. ee Bok ree e ae Se a ot din & wee * 6h va Gh gre gcaalaneet hha Ral se Ra a aa a ie aoe oe? une ee he ‘ me, ie eT 5. i ‘ wes sone ere 75 eee Ge See, SES 3 ‘ os a ea : ae a ra ee ie ae ate ay = a ene Peer 4 P : : ; -. : es | Cy fee es ee ee et Be ey a a im AP ‘a aa . et a ome 4 fy nee ae E 1 Fy -% Seeger vie 4 aa eee ee eR a a Se ae ee ee Ae ie rea one! See 4 ree f was uae) nel pans x Siete J Oe a A Hg ae nb i ee E ; i a ere ie oe a See a a get | lear i ra rz x r ade Wee Eo Spe wey a = ioe Apo See Sa ee OF eo ol i ae - , a ae, : | REFERENCES | 1. "
What are the critical factors in designing interconnecting components and mounts for liquid propellant rocket engines?,"Daniels, C. M.: Designing for Duct Flexibility with Bellows Joints. Machine Design, vol. 31, no. 21, Oct. 15, 1959, pp. 146-156. 2. Huzel, D. K.; and Huang, D. H.: Design of Liquid Propellant Rocket Engines. Chapter IX: Design of | Interconnecting Components and Mounts. Second ed., NASA SP-125, 1971. | 3. Cooling, R. O.: Plumbing Requirements of Rocket Engines. Missiles & Space, vol. 7 no. 11, November 1961, pp. "
What are the key factors affecting pressure drop in fluid flow within various systems?,"22-23, 47. 4. Daniels, C. M.: Aerospace Fallout in Ducting Materials and Joints. Machine Design, vol. 42, no. 19, | | Aug. 6, 1970, pp. 97-101. | 5. Daniels, C. M.: Aerospace Fallout in Bellows Design. Machine Design, vol. 42, no. 20, Aug. 20, 1970, | pp. 123-125. | | 6. Sverdrup, N. M.: Theory of Hydraulic Flow Control. Prod. Eng., vol. 26, no. 4, April 1955, pp. 161-176. . 7. Morgan, P. G.; Saunders, A.; and Rajah, M.: The Measurement of Pressure Drop in Fluid Flow. "
What publication details the study of pressure losses associated with fluid movement in specific pipe configurations?,"The Engineer (London, England), vol. 214, Feb. 23, 1962, pp. 359-360. | 8. Beij, K. H.: Pressure Losses for Fluid Flow in 90° Pipe Bends. Res. Paper RP1110, J. Res. Natl. Bur. Std., vol. 21, July 1938, pp. 1-18. 9. Fowler, H. S.: The Design of Power Plant Ducting. Rep. ME-208, National Research Laboratory (Ottawa, Canada), May 11, 1954. 10. Ginzburg, I. P.: Applied Fluid Dynamics (translated from Russian). "
What behavioral characteristics of aircraft ducting components were analyzed at high subsonic velocities according to the investigation documented in the 1956 technical report?,"NASA TT F-94, 1963. (Available from OTS, U.S. Dept. of Commerce.) 11. Lamb, O. P.; and Holdhusen, J. S.: Investigation of Aircraft Ducting Components at High Subsonic Speeds. WADC Tech. Rep. 56-187, Fluidyne Engineering Corp., September 1956. 12. Howell, G. W.; and Weathers, T. M.: Aerospace Fluid Component Designers’ Handbook. Vol. I, Rev. D, RPL-TDR-64-25 (AD 477995L), Systems Group, TRW, Inc., February 1970. "
Name the primary focus of the publication authored by Timoshenko that covers advanced theory and problems related to material strength.,"13. Timoshenko, S.: Strength of Materials. Part II: Advanced Theory and Problems. Second ed., D. Van Nostrand Co., Inc. (New York), 1954, pp. 258-264. 14. Roark, R. J.: Formulas for Stress and Strain. Fourth ed., McGraw-Hill Book Co. (New York), 1965. 15. Timoshenko, S.; et al.: Elements of Strength of Materials. Fourth ed., D. Van Nostrand Co., Inc. (New York), 1962. | 159 | | | | 16. SAE SC-9D Committee: Aerospace Vehicle Cryogenic Duct Systems. "
What is the primary focus of the paper by Ito and Imai regarding pressure losses?,"ARP 735, Society of Automotive Engineers, Aug. 15, 1966. } 17. Pfleiderer, C.: Die Kreiselpumpen fur Flussigkeiten and Gase. Springer-Verlag (Berlin, Gottingen, Heidelberg), 1955, p. 73. | 18. Ito, H.; and Imai, K.: Pressure Losses in Vaned Elbows of a Circular Cross Section. J. Basic Eng., | Trans. ASME, Series D, vol. 88, 1966, pp. 684-685. | 19. Daniels, C. M.; and Pelton, H. A.: Pressure Losses in Hydraulic Branch-Off Fittings. "
What is the significance of determining optimum geometries for specific diffuser types in fluid dynamics systems?,"Prod. Eng., vol. | 30, no. 29, July 20, 1959, pp. 60-61. | | 20. Gerlach, C. R.: Minimum Pressure Loss in High Velocity Flow Duct Systems. Monthly Prog. Rep. 11 | (NAS8-21133), SRI, April 5, 1968. , 21. Gerlach, C. R.; and Schroeder, E. C.: Study of Minimum Pressure Loss in High Velocity Duct | Systems. Interim Tech. Rep. 1 (NAS8-21133), SRI, July 16, 1969. 22. Sovran, Gino; and Klomp, E. D.: Experimentally Determined Optimum Geometries for Rectilinear | Diffusers with Rectangular, Conical or Annular Cross Section. "
What are the significant features that distinguish high-performance hydraulic systems from standard systems?,"Fluid Mechanics of Internal Flow, G. Sovran, ed., Elsevier Pub. Co. (New York), 1967, pp. 270-319. 23. Ackeret, Jacob: Aspects of Internal Flow. Fluid Mechanics of Internal Flow, G. Sovran, ed.; Elsevier Pub. Co. (New York), 1967, pp. 1-26. , 24. Campbell, J. E.: Fundamental Characteristics of High Performance Hydraulic Systems. USAF Tech. Rep. 5997, USAF Air Material Command, June 1950. *25. Fenton, R. "
What is the significance of pressure loss factors in the performance of bellows joints in mechanical applications?,"E.: Pressure Loss in Linked Bellows Joints with Liners. CEM 0121-2017, Rocketdyne Div., North American Aviation, Inc., unpublished, Oct. 5, 1960. 26. Daniels, C. M.; and Fenton, R. E.: Pressure Loss Factors for Internally Linked Bellows Joints. ~ Machine Design, vol. 33, no. 19, Sept. 14, 1961, pp. 187-189. 27. Anon.: Dynamic Analysis of Longitudinal Oscillations of SM-73B Stage 1 (POGO). CR-64-71 (BSD TR65-179), The Martin Co. "
"What are the key components involved in the assembly of liquid rocket systems, including disconnects and seals?","(Denver, CO), March 1964. 28. von Braun, Wernher: The Detective Story Behind Our First Manned Saturn V Shoot. Popular Sci., : vol. 193, no. 5, November 1968, pp. 97-100, 209. 29. Anon.: Liquid Rocket Disconnects, Couplings, Fittings, Fixed Joints, and Seals. NASA Space Vehicle Design Criteria Monograph, NASA SP-8119, September 1976. 30. Acrivos, A.; et al.: Flow Distribution in Manifolds. Chem. Eng. "
What is the title of the unpublished monograph related to design criteria for rocket components mentioned in the provided text?,"Sci., vol. 10, 1959, pp. 112-124. “Dossier for design criteria monograph “Liquid Rocket Lines, Bellows, Flexible Hoses, and Filters.” Unpublished. : Collected source material available for inspection at NASA Lewis Research Center, Cleveland, Ohio. 160 | | | 31. McNown, J. S.: Mechanics of Manifold Flow. Proc. ASCE, vol. 79, no. 258, August 1953, pp. 258-1 ,-2. 7 32. Soucek, E.; and Zelnick, E. W.: Lock Manifold Experiments. "
What is the primary focus of the SAE A-9 Committee's manual released in January 1962?,"Trans. ASCE, vol. 110, 1945, pp. 1357-1400. | 33. Vazsonyi, A.: Pressure Loss in Elbows and Duct Branches. Trans. ASME, vol. 66, 1944, pp. 177-183. 34. Simpson, L. L.: Process Piping: Functional Design. Chem. Eng., vol. 76, no. 8, April 14, 1969, pp. 95-108. | | 35. SAE A-9 Committee: Aero-Space Applied Thermodynamics Manual. Pt. A-59, Rev., Society of. | i Automotive Engineers, January 1962. | | | *36. "
What factors influence the fatigue life of bellows used in engineering applications?,"Anon.: Design Verification Test Report for Saturn S-II Components, LH, and LO, Feed and Vent | Lines. Res. Memo. R68H-1501, Solar Div., International Harvester Co. (San Diego, CA), March 30, | 1968. | 37. Markl, A. R. C.: Fatigue Tests of Piping Components. Trans. ASME, vol. 74, 1952, pp. 287-299. | 38. Anon.: Effect of Surface Irregularities on Bellows Fatigue Life. R-7250, Rocketdyne Div., North } American Rockwell Corp., Nov. "
What are the effects of high temperatures on metallic materials when exposed to hydrogen?,"21, 1967. 39. Jewett, R. P.; Walter, R. J.; Chandler, W. T.; and Frohmberg, R. P.: Hydrogen-Embrittlement of Metals. NASA CR-2163, Rocketdyne Div., Rockwell International Corp., March 1973. | 40. Harris, J.: Influence of Elevated Temperatures on Metals in Gaseous Hydrogen. Rep. FR-5768, Pratt | & Whitney Aircraft Group, Government Products Division (W. Palm Beach, FL), June 30, 1973. | 41. Harris, J.: Influence of Gaseous Hydrogen on AISI 304. "
"What is the focus of the publication titled ""Chemical Rocket/Propellant Hazards"" by the Chemical Propulsion Information Agency?","Rep. FR-6709, Pratt & Whitney Aircraft | Group, Government Products Division (W. Palm Beach, FL), November 1974. | | 42. Liberto, R. R.: Titan II Storable Propellant Handbook, Rev. B. AFBSD-TR-62-2, Bell Aerosystems Company, March 1963. | | 43. Anon.: Chemical Rocket/Propellant Hazards. Vol. II: Liquid Propellant Handling, Storage and | | Transportation. CPIA Publ. 194, Chemical Propulsion Information Agency, May 1970. "
What are the main considerations for ensuring compatibility in the design and handling of hydrazine-based systems?,"| 44. Burns, E. A.; et al.: Hydrazine Compatibility Design and Handling Criteria: Design Handbook. 1 | AFRPL-TR-75-46, Systems Group, TRW, Inc., December 1975. 45. Marsh, W. R.; and Knox, B. P.: USAF Propellant Handbook, Hydrazine Fuels (U). Vol. 1, AFRPL-TR-69-149, Bell Aerospace Co., Div. of Textron, May 1970. (CONFIDENTIAL) 46. Trainer, T. M.; et al.: Final Report on the Development of Analytical Techniques for Bellows and Diaphragm Design. "
Which organization published an unpublished design criteria monograph related to liquid rocket components in March 1968?,"AFRPL-TR-68-22, Battelle Memorial Institute (Columbus, OH), March 1968. | “Dossier for design criteria monograph “Liquid Rocket Lines, Bellows, Flexible Hoses, and Filters.” Unpublished. Collected source material available for inspection at NASA Lewis Research Center, Cleveland, Ohio. | | 161 | | | | | Bu di a ite ni ra “i on os | 47. Schwartzberg, F. R.; et al.: Cryogenic Materials Data Handbook. "
What organization published a reference issue on fastening and joining in November 1971?,"2 vols. AFML-TDR-64-280 | (AD-679087), Air Force Materials Lab. (WPAFB, OH), July 1968. | | 48. Anon.: The Harper Handbook of Corrosion-Resistant Fasteners and Component Parts. ITT Harper, September 1966. | 49. Anon.: Fastening and Joining: 1971 Reference Issue. Machine Design, Nov. 18, 1971, pp. 1-3. ] | 50. Anon.: Fastener Standards. Fifth ed., Industrial Fasteners Institute (Cleveland, OH), 1970, pp. "
What topic is addressed in C. C. Osgood's course as published in Machine Design between July and September 1971?,"| | N-58-59. | 51. Osgood, C. C.: A Basic Course in Fracture Mechanics. Machine Design, July 22, 1971, pp. 58-64; Aug. | 5, 1971, pp. 88-93; Aug. 19, 1971, pp. 102-106; Sept. 2, 1971, pp. 91-95; Sept. 16, 1971, pp. | 154-160. 52. Anon.: Fracture Control of Metallic Pressure Vessels. NASA Space Vehicle Design Criteria Monograph, NASA SP-8040, May 1970. | 53. Liu, A. F.: Fracture Control Methods for Space Vehicles. "
