anchors,positives
What happens to the pressure of a gas particle as its velocity increases along a streamline?,"The Gas Flow Through the Combustion Chamber and the Nozzle 1 By substituting the expressions of mass and acceleration in the equation written above, there results dv pdadA —(p+dp)dA = (pdsdA) va S that is, —dp = pvdyv which is the momentum equation. The minus sign in front of dp is due to the fact that the gas particle moves along the streamline, s, from a region of high pressure to a region of low pressure; therefore, when the velocity of the particle increases with s, then its pressure decreases. "
What relationship exists between flow velocity increase for a particle and the corresponding change in pressure according to the principles of fluid dynamics?,"In other words, to each increase in the flow velocity of a particle there corresponds a decrease in its pressure. The preceding equation, also known as the Euler equation, is a particular case of the general Navier-Stokes equations [7]. Since the flow is not only steady but also isentropic (p/p” = constant), then the following equality holds dp _ dp Says P p The two equations written above, combined together, yield d, d, d dq, p dp}\ p p where 1 dp\? a= dp is the velocity of sound in the flowing gas. "
What happens to flow velocity when the cross-sectional area decreases in a subsonic flow?,"Since M = v/a is the Mach number, then by multiplying and dividing the quantity on the left-hand side of the preceding equation by v there results dv d, v— = —a? e v p that is, wee —_ do v p 12 1 Fundamental Concepts on Liquid-Propellant Rocket Engines By combining the preceding equation with the equation (¢Av = constant) which expresses the principle of mass conservation, there results d dA aQ-mj2i= v A For subsonic flow (M < 1), a decrease in the cross-sectional area (dA < 0) of the nozzle causes the flow velocity to increase (dv > 0). "
What is the relationship between cross-sectional area increase and flow velocity in a supersonic nozzle section?,"This is what happens in the convergent portion of the nozzle, downstream of the combustion chamber, until the sonic condition (M = 1) is reached in the throat. By contrast, for supersonic flow, an increase in the cross-sectional area (dA > 0) of the nozzle causes the flow velocity to increase (dv > 0). This is what happens in the divergent portion of the nozzle, downstream of the throat. The equations written above (energy, continuity, momentum, and state) make it possible to express the propellant mass flow rate and the thrust in terms of the pressure of the fluid in the combustion chamber (subscript c) and the area of the nozzle throat (subscript t), as will be shown below. "
What is the relationship between mass flow rate per unit area and pressure in a combustion chamber at conditions of low Mach number?,"The energy equation for the combustion chamber (where v, ~ 0) is o_o Be (1423 “M) p 2 When M ? is much smaller than unity, then the preceding equation yields p © p¢, and consequently 2 2 Pe 1, v pv —=14+-M=14+——-=14+— Pp 2 2RT 2p Hence 1 Po= Pt 3h The mass flow rate per unit area is m —=pv A p Since M = v/a,a = (yRT)?, and T,/T = 1 + Ya(y — 1)M?, then z RT. v= | | 1+45-M and therefore 1.2. The Gas Flow Through the Combustion Chamber and the Nozzle 13 , aaa ty = Bev? 1 ™ — = pv = —— | ——_ A (RT.)? | 1+ 44M? The preceding equation, written for the throat (where A = A, and M = 1), yields 1 ytl m pe? | 2 | 27-0 Ar (RT,)2LyY +1 that is, A = (yy (RT)? where yt 1 2 27-0 ry=y3 (=) y Y y+1 is the Vandenkerkhove function. "
What factors influence the thrust in a system when pressure thrust is zero and how are they related?,"By introducing the expressions of m,, and v, derived above in the equation of thrust F=my, + A.(Pe— Po) it is possible to re-write this equation as follows [8]: dy? . \e riqy3 yt 2 \ 7 F=Arpe (=) 1- (“) + Ac(De — Po) y—-l\yF+1 Pe which expresses the thrust in terms of the pressure of the fluid in the combustion chamber and of the area of the nozzle throat. In other words, when the pressure thrust is zero, which occurs when p, = po, then the thrust is directly proportional to the throat area, A,, and nearly directly proportional to the pressure, p,, of the fluid within the combustion chamber.. "
What are the products formed when hydrogen reacts with oxygen during combustion at high temperature?,"The chemical reaction, which takes place in the combustion chamber when the fuel combines with the oxidiser, is an oxidation. When the fuel is hydrogen (H2) and the oxidiser is oxygen (O2), the product of the combustion is water (H2O) in its gaseous state, due to of the high temperature generated when hydrogen burns in the presence of oxygen, according to the well-known reaction"
How many kilomoles of hydrogen are produced in the span of five seconds if two kilomoles are generated each second?,"This means that, in each second, two kilomoles of hydrogen (that is, 2 x 2 x 1"
What is the stoichiometric mixture ratio of oxidizer to fuel based on the weights of hydrogen and oxygen?,"= 4 kg of hydrogen) react with one kilomole of oxygen (that is, 2 x 16 = 32 kg of 14 1 Fundamental Concepts on Liquid-Propellant Rocket Engines oxygen) to form two kilomoles of water (that is, 2 x (2 + 16) = 36 kg of water). The corresponding stoichiometric mixture ratio (0/f}) of the oxidiser (0) to the fuel (f) is 2 _ mo _ 32 f omy 4"
How much oxygen is required to combust a specific amount of hydrogen in one second?,"In other words, 8 kg of oxygen are necessary to burn | kg of hydrogen in 1 s. When used for rockets, hydrogen and oxygen are most often stored in their liquid state of aggregation, at very low temperatures (cryogenic propellants). This is because they take less space in the liquid state than in the gaseous state at normal temperature and pressure conditions. Hydrogen remains liquid without evaporating at atmospheric pressure (101325 N/m?) at a temperature not higher than 20 K, and oxygen does the same at a temperature not higher than 90 K [9].. "
What is the maximum allowable temperature for storing liquid methane used in space propulsion?,"Another cryogenic fuel used for space propulsion is liquid methane (CH), which requires a storage at a temperature not higher than 111 K [10]. The related chemical reaction with liquid oxygen is [10]:"
What is the stoichiometric mixture ratio of oxidiser to fuel for the reaction involving methane and oxygen?,"In each second, one kilomole of methane (that is, 12 + 4 x 1 = 16 kg of methane) reacts with two kilomoles of oxygen (that is, 2 x 2 x 16 = 64 kg of oxygen) to form one kilomole of carbon dioxide (that is, 12 + 2 x 16 = 44 kg of carbon dioxide) and two kilomoles of water (that is, 2 x (2+ 16) = 36 kg of water). The corresponding stoichiometric mixture ratio (o/f) between the oxidiser (0) and the fuel (f) is. "
